Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,20.2,20.5,23.1,21.1,22.2,22.5,23.5,22.9,21.9
2,22.7,25.4,25.0,23.3,25.8,23.3,24.7,24.6,27.5
3,22.5,26.3,27.4,27.8,28.3,27.7,28.8,27.0,28.5
4,27.1,29.3,30.1,30.5,30.2,31.1,30.4,30.3,30.9
5,29.7,31.5,32.3,32.1,31.8,33.6,31.1,34.7,32.9
6,29.5,31.8,33.9,32.7,31.6,32.4,35.1,33.6,33.1
7,28.9,30.6,29.9,30.9,28.3,31.3,32.1,28.9,29.13
8,30.2,28.0,29.0,31.2,28.5,29.2,32.4,31.2,29.13
9,29.2,28.1,27.4,27.5,28.1,26.9,32.7,29.1,29.13
10,27.2,27.8,27.1,28.5,27.5,26.2,27.1,28.8,29.13
11,26.1,24.5,26.5,26.5,25.3,25.4,24.0,28.0,29.13
12,22.3,23.9,21.3,21.9,24.4,24.4,21.8,24.8,29.13
