Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,23.2,23.1,25.9,23.9,24.5,24.6,25.1,24.9,24.5
2,24.9,25.4,27.2,27.3,27.2,25.5,26.6,28.0,27.4
3,25.8,26.8,27.9,30.9,30.1,29.3,30.1,31.1,30.4
4,29.7,31.0,30.5,32.7,31.9,31.2,30.9,32.1,31.0
5,29.7,32.8,32.7,31.8,30.6,33.2,31.8,36.5,32.7
6,28.2,28.7,31.0,30.1,27.7,29.4,33.6,31.6,27.7
7,27.8,28.0,27.5,29.7,27.5,29.7,30.4,27.3,28.95
8,29.0,27.9,28.7,28.0,28.0,29.0,28.6,28.4,28.95
9,28.0,27.1,26.3,27.1,27.0,25.5,30.1,27.7,28.95
10,26.9,26.4,25.3,27.7,27.1,26.7,26.5,25.4,28.95
11,26.3,23.7,26.0,25.7,25.1,26.3,25.6,28.0,28.95
12,23.9,24.0,23.3,23.1,26.2,22.9,19.9,24.2,28.95
