Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,22.0,23.8,27.6,25.5,25.5,24.9,27.1,24.9,24.2
2,24.4,26.7,31.0,27.1,27.9,25.8,28.5,29.0,28.9
3,25.8,30.0,30.6,32.0,31.9,30.8,32.2,33.0,33.4
4,31.1,32.3,33.7,36.1,34.7,34.7,31.5,35.3,34.5
5,31.3,34.2,34.9,34.6,34.4,36.5,33.0,40.4,36.6
6,30.7,32.5,35.7,34.4,32.2,34.0,36.7,37.7,31.4
7,30.8,33.1,32.2,35.1,31.8,34.0,34.8,30.9,31.5
8,32.5,32.2,33.9,33.4,32.6,34.2,35.0,32.8,31.5
9,31.7,31.3,31.1,31.8,31.1,29.8,36.0,31.6,31.5
10,30.1,30.3,28.9,31.8,30.5,28.7,30.4,29.9,31.5
11,27.6,26.5,28.9,29.1,26.9,27.3,26.9,30.4,31.5
12,26.2,27.0,25.6,24.9,28.6,25.3,23.0,26.8,31.5
