Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,22.3,21.1,24.2,21.6,23.0,23.4,23.6,22.9,22.6
2,23.2,24.8,25.3,23.7,25.8,24.3,25.8,23.9,26.9
3,23.1,25.3,27.0,29.0,28.9,27.6,28.8,28.1,29.0
4,27.0,28.4,29.3,31.1,29.8,30.4,29.0,30.4,30.0
5,29.3,32.0,32.2,30.6,29.8,32.0,30.7,34.6,31.7
6,27.2,28.9,31.1,30.2,26.6,29.2,33.7,30.4,27.6
7,26.3,27.3,26.8,28.1,25.0,28.4,29.8,25.9,27.97
8,27.2,26.0,27.7,26.9,26.0,27.1,28.8,27.5,27.97
9,26.6,26.1,25.4,26.0,24.9,24.9,29.5,25.9,27.97
10,25.7,26.2,25.4,27.4,25.4,25.6,25.7,25.7,27.97
11,25.4,22.6,26.4,25.9,24.3,25.5,24.6,27.2,27.97
12,22.2,23.8,22.4,22.9,24.8,23.7,19.7,24.0,27.97
