Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,27.0,27.6,29.9,29.1,28.4,28.6,30.5,29.9,28.8
2,28.4,28.0,31.9,31.0,30.3,29.6,30.8,30.3,30.7
3,30.8,32.5,32.5,33.6,32.8,31.9,34.1,34.9,33.3
4,35.3,34.2,34.6,36.9,35.2,34.9,34.7,36.3,34.4
5,34.7,35.7,35.5,35.4,34.8,36.5,35.9,39.7,37.8
6,33.0,33.9,33.2,33.1,33.6,33.4,37.4,35.5,35.1
7,34.0,34.3,33.5,34.6,34.2,34.6,34.8,34.1,33.35
8,34.8,33.4,33.7,33.5,34.0,34.5,34.6,34.2,33.35
9,33.3,32.6,32.5,32.6,33.3,32.1,34.4,34.5,33.35
10,32.0,31.9,30.7,31.4,32.7,31.9,33.3,31.0,33.35
11,31.2,29.8,29.4,29.7,29.4,31.3,29.7,31.1,33.35
12,30.9,30.3,28.7,27.9,30.8,30.4,28.7,28.8,33.35
