Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,27.8,29.8,30.4,31.1,30.2,29.1,29.3,31.0,29.8
2,29.5,30.7,32.7,32.3,31.4,29.8,29.9,31.3,31.5
3,30.9,34.2,32.7,32.8,32.4,31.7,32.0,34.3,33.3
4,33.7,35.9,34.0,34.9,33.9,33.5,31.6,35.3,32.8
5,32.9,35.5,34.0,33.5,32.7,33.0,32.7,36.6,34.3
6,31.2,32.2,31.6,30.9,31.5,29.8,34.4,32.5,31.3
7,31.5,32.5,31.9,31.8,31.9,30.9,32.3,31.8,32.17
8,32.2,32.3,32.2,31.3,31.5,30.8,32.4,31.8,32.17
9,30.8,31.6,31.5,30.8,30.8,29.4,32.0,31.5,32.17
10,30.5,31.5,30.6,30.2,30.9,29.3,31.0,29.7,32.17
11,29.8,30.6,30.4,30.0,28.7,29.2,30.0,29.9,32.17
12,29.5,30.9,29.3,28.4,29.8,27.9,28.7,28.5,32.17
