MES,2015,2016,2017,2018,2019,2020,2022,2023,2025
1,23.4,20.9,24.1,21.2,23.2,23.8,22.9,29.05,22.8
2,22.0,21.6,25.1,24.3,25.4,24.6,22.2,29.05,24.2
3,23.6,26.0,25.4,26.0,24.9,26.6,24.4,29.05,26.4
4,28.1,27.4,27.4,26.6,26.6,29.2,27.8,29.05,26.6
5,28.8,29.3,29.0,28.1,29.9,29.3,29.8,29.05,30.0
6,27.6,29.5,29.1,28.0,29.1,28.8,27.8,29.6,26.0
7,28.3,28.4,27.4,28.2,28.2,29.0,27.7,28.5,26.0
8,28.6,28.3,28.5,27.8,29.4,28.0,28.0,29.05,26.0
9,27.9,28.0,27.8,28.0,28.6,28.2,26.6,29.05,26.0
10,27.6,27.0,26.6,27.0,27.7,27.6,27.0,29.05,26.0
11,25.1,25.6,25.1,24.8,24.8,26.0,26.0,29.05,26.0
12,20.8,25.4,22.8,23.6,24.0,23.0,23.7,29.05,26.0
