MES,2015,2016,2017,2018,2019,2020,2021,2023,2024,2025
1,20.9,21.1,24.8,19.9,21.8,23.2,22.2,27.775,23.833333333333332,20.9
2,22.1,21.8,27.6,26.4,27.0,24.3,24.4,27.775,23.833333333333332,24.5
3,24.0,27.0,26.3,27.7,25.8,28.9,26.9,27.775,23.833333333333332,28.2
4,28.7,28.8,29.0,27.0,29.9,31.7,29.8,27.775,23.833333333333332,24.53333333333333
5,28.2,30.3,31.1,28.3,31.9,29.2,29.8,30.3,23.833333333333332,24.53333333333333
6,27.3,28.8,28.3,29.6,30.2,29.6,27.5,31.0,23.833333333333332,24.53333333333333
7,28.8,29.4,27.9,29.9,29.7,30.0,28.4,29.6,23.833333333333332,24.53333333333333
8,29.4,28.6,29.3,28.6,30.5,28.4,28.3,29.4,23.833333333333332,24.53333333333333
9,27.8,28.4,27.2,29.0,28.9,27.5,28.1,29.8,23.833333333333332,24.53333333333333
10,26.6,26.8,26.1,26.8,26.8,27.1,27.4,26.9,24.4,24.53333333333333
11,25.1,25.2,25.5,24.1,24.1,25.3,24.5,23.7,24.9,24.53333333333333
12,24.6,25.2,23.1,23.2,23.9,22.1,25.5,21.5,22.2,24.53333333333333
