Mes,2015,2016,2017,2020,2021,2022,2023,2024,2025
1,26.1,26.1,27.9,26.2,27.1,27.0,26.9,25.9,26.5
2,26.5,29.5,29.3,28.2,29.2,28.4,28.8,27.9,29.7
3,27.9,28.9,31.4,31.7,31.8,30.6,31.0,30.7,31.2
4,30.3,32.2,32.7,32.8,32.9,32.5,30.8,32.2,32.3
5,31.7,34.6,35.0,32.8,32.9,33.9,33.2,35.3,33.4
6,29.9,32.2,34.0,32.4,29.9,31.0,35.3,33.1,30.3
7,28.9,29.8,30.3,30.1,29.0,29.9,30.9,29.2,30.57
8,29.7,29.6,30.6,29.5,29.0,29.2,30.0,29.7,30.57
9,28.9,30.2,29.3,29.0,28.3,28.9,30.5,29.8,30.57
10,28.7,30.4,29.8,30.4,28.9,29.1,28.0,29.5,30.57
11,28.2,28.1,30.0,29.6,28.2,28.8,27.9,29.6,30.57
12,26.0,28.2,27.0,26.5,27.7,26.8,23.7,27.9,30.57
